#GENE_SYMBOL	ENTREZ_GENE_ID	EXOMISER_GENE_PHENO_SCORE	EXOMISER_GENE_VARIANT_SCORE	EXOMISER_GENE_COMBINED_SCORE	HUMAN_PHENO_SCORE	MOUSE_PHENO_SCORE	FISH_PHENO_SCORE	WALKER_SCORE	PHIVE_ALL_SPECIES_SCORE	OMIM_SCORE	MATCHES_CANDIDATE_GENE	HUMAN_PHENO_EVIDENCE	MOUSE_PHENO_EVIDENCE	FISH_PHENO_EVIDENCE	HUMAN_PPI_EVIDENCE	MOUSE_PPI_EVIDENCE	FISH_PPI_EVIDENCE
SLC38A5	92745	0.5003	0.8110	0.3452	0.0000	0.3608	0.0000	0.5003	0.5003	1.0000	0		Malabsorption (HP:0002024)-abnormal pancreatic alpha cell morphology (MP:0005216), Exocrine pancreatic insufficiency (HP:0001738)-abnormal pancreatic alpha cell morphology (MP:0005216), 		Proximity to KCNJ11 associated with MODY (ORPHA:552): Malabsorption (HP:0002024)-Exocrine pancreatic insufficiency (HP:0001738), Exocrine pancreatic insufficiency (HP:0001738)-Exocrine pancreatic insufficiency (HP:0001738), 	Proximity to KCNJ11 Exocrine pancreatic insufficiency (HP:0001738)-decreased glucagon secretion (MP:0002711), 	Proximity to KCNJ11 Exocrine pancreatic insufficiency (HP:0001738)-abnormal(ly) present in fewer numbers in organism pancreatic B cell (ZP:0001029), 
CASK	8573	0.2926	0.9886	0.2373	0.2680	0.2926	0.0000	0.0000	0.2926	1.0000	0	Mental retardation, with or without nystagmus (OMIM:300422): Malabsorption (HP:0002024)-Feeding difficulties in infancy (HP:0008872), Exocrine pancreatic insufficiency (HP:0001738)-Feeding difficulties in infancy (HP:0008872), 	Malabsorption (HP:0002024)-abnormal secondary palate development (MP:0009655), Exocrine pancreatic insufficiency (HP:0001738)-abnormal secondary palate development (MP:0009655), 				
PORCN	64840	0.2700	0.9534	0.1511	0.5399	0.0000	0.0000	0.5000	0.5399	0.5000	0	Focal dermal hypoplasia (ORPHA:2092): Malabsorption (HP:0002024)-Gastroesophageal reflux (HP:0002020), Pulmonary fibrosis (HP:0002206)-Aplasia/Hypoplasia of the lungs (HP:0006703), Recurrent respiratory infections (HP:0002205)-Aplasia/Hypoplasia of the lungs (HP:0006703), Exocrine pancreatic insufficiency (HP:0001738)-Acute hepatic failure (HP:0006554), 			Proximity to TCF3 associated with Autosomal agammaglobulinemia (ORPHA:33110): Malabsorption (HP:0002024)-Malabsorption (HP:0002024), Pulmonary fibrosis (HP:0002206)-Recurrent respiratory infections (HP:0002205), Recurrent respiratory infections (HP:0002205)-Recurrent respiratory infections (HP:0002205), Exocrine pancreatic insufficiency (HP:0001738)-Diarrhea (HP:0002014), 	Proximity to TCF3 Exocrine pancreatic insufficiency (HP:0001738)-spleen atrophy (MP:0003643), 	
AMOT	154796	0.5028	0.6797	0.1395	0.0000	0.0000	0.0000	0.5028	0.5028	1.0000	0					Proximity to WWTR1 Pulmonary fibrosis (HP:0002206)-pulmonary fibrosis (MP:0006050), Recurrent respiratory infections (HP:0002205)-lung inflammation (MP:0001861), 	
ALAS2	212	0.5001	0.6169	0.0814	0.2567	0.0000	0.0000	0.5001	0.5001	1.0000	0	Protoporphyria, erythropoietic, X-linked (OMIM:300752): Recurrent respiratory infections (HP:0002205)-Iron deficiency anemia (HP:0001891), Exocrine pancreatic insufficiency (HP:0001738)-Elevated hepatic transaminase (HP:0002910), 			Proximity to PEX5 associated with Zellweger syndrome (ORPHA:912): Malabsorption (HP:0002024)-Malabsorption (HP:0002024), Exocrine pancreatic insufficiency (HP:0001738)-Hepatic failure (HP:0001399), 	Proximity to PEX5 Malabsorption (HP:0002024)-delayed intestine development (MP:0000478), Exocrine pancreatic insufficiency (HP:0001738)-abnormal liver morphology (MP:0000598), 	
CT47B1	643311	0.0000	0.9964	0.0157	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
TSPAN6	7105	0.0000	0.9964	0.0157	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
AC244636.1	-1	0.0000	0.9885	0.0146	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
STARD8	9754	0.5006	0.3373	0.0068	0.0000	0.0000	0.0000	0.5006	0.5006	1.0000	0				Proximity to FAM13A associated with Idiopathic pulmonary fibrosis (ORPHA:2032): Malabsorption (HP:0002024)-Gastroesophageal reflux (HP:0002020), Pulmonary fibrosis (HP:0002206)-Pulmonary fibrosis (HP:0002206), Recurrent respiratory infections (HP:0002205)-Pulmonary fibrosis (HP:0002206), Exocrine pancreatic insufficiency (HP:0001738)-Gastroesophageal reflux (HP:0002020), 		
PRRG3	79057	0.0000	0.8074	0.0028	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
SPANXC	64663	0.0000	0.7661	0.0019	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
NBDY	550643	0.0000	0.7479	0.0016	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
HMGN1P34	-1	0.0000	0.7342	0.0014	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
IDS	3423	0.4200	0.1993	0.0008	0.4200	0.4138	0.0000	0.0000	0.4200	1.0000	0	Mucopolysaccharidosis II (OMIM:309900): Malabsorption (HP:0002024)-Intestinal pseudo-obstruction (HP:0004389), Pulmonary fibrosis (HP:0002206)-Tracheobronchomalacia (HP:0002786), Recurrent respiratory infections (HP:0002205)-Tracheobronchomalacia (HP:0002786), Exocrine pancreatic insufficiency (HP:0001738)-Diarrhea (HP:0002014), 	Pulmonary fibrosis (HP:0002206)-increased lung weight (MP:0005630), Recurrent respiratory infections (HP:0002205)-increased lung weight (MP:0005630), Exocrine pancreatic insufficiency (HP:0001738)-increased liver weight (MP:0002981), 				
ITIH6	347365	0.0000	0.6743	0.0008	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
CSF2RA	1438	0.5545	0.0000	0.0005	0.5545	0.0000	0.0000	0.5024	0.5545	1.0000	0	Hereditary pulmonary alveolar proteinosis (ORPHA:264675): Pulmonary fibrosis (HP:0002206)-Crazy paving pattern on pulmonary HRCT (HP:0025391), Recurrent respiratory infections (HP:0002205)-Acute infectious pneumonia (HP:0011949), 			Proximity to IL21 associated with ?Immunodeficiency, common variable, 11 (OMIM:615767): Malabsorption (HP:0002024)-Inflammation of the large intestine (HP:0002037), Pulmonary fibrosis (HP:0002206)-Recurrent respiratory infections (HP:0002205), Recurrent respiratory infections (HP:0002205)-Recurrent respiratory infections (HP:0002205), Exocrine pancreatic insufficiency (HP:0001738)-Chronic diarrhea (HP:0002028), 	Proximity to IL21 Exocrine pancreatic insufficiency (HP:0001738)-abnormal spleen germinal center morphology (MP:0002359), 	
FAM47A	158724	0.0000	0.6199	0.0005	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
DIPK2B	79742	0.0000	0.5742	0.0003	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
RAI2	10742	0.5000	0.0041	0.0003	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to MECP2 associated with Mental retardation, X-linked syndromic, Lubs type (OMIM:300260): Malabsorption (HP:0002024)-Gastroesophageal reflux (HP:0002020), Pulmonary fibrosis (HP:0002206)-Recurrent respiratory infections (HP:0002205), Recurrent respiratory infections (HP:0002205)-Recurrent respiratory infections (HP:0002205), Exocrine pancreatic insufficiency (HP:0001738)-Gastroesophageal reflux (HP:0002020), 	Proximity to MECP2 Exocrine pancreatic insufficiency (HP:0001738)-increased liver weight (MP:0002981), 	
FMR1	2332	0.5002	0.0000	0.0003	0.3760	0.0000	0.0000	0.5002	0.5002	1.0000	0	Fragile X syndrome (ORPHA:908): Malabsorption (HP:0002024)-Gastroesophageal reflux (HP:0002020), Recurrent respiratory infections (HP:0002205)-Sinusitis (HP:0000246), Exocrine pancreatic insufficiency (HP:0001738)-Gastroesophageal reflux (HP:0002020), 			Proximity to WFS1 associated with Wolfram syndrome (ORPHA:3463): Malabsorption (HP:0002024)-Malabsorption (HP:0002024), Recurrent respiratory infections (HP:0002205)-Recurrent urinary tract infections (HP:0000010), Exocrine pancreatic insufficiency (HP:0001738)-Abnormality of mesentery morphology (HP:0100016), 	Proximity to WFS1 Malabsorption (HP:0002024)-decreased pancreatic beta cell number (MP:0003339), Exocrine pancreatic insufficiency (HP:0001738)-abnormal pancreas secretion (MP:0002694), 	Proximity to WFS1 Exocrine pancreatic insufficiency (HP:0001738)-abnormal(ly) present in fewer numbers in organism pancreatic B cell (ZP:0001029), 
P2RY8	286530	0.5000	0.0000	0.0003	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to IL21 associated with ?Immunodeficiency, common variable, 11 (OMIM:615767): Malabsorption (HP:0002024)-Inflammation of the large intestine (HP:0002037), Pulmonary fibrosis (HP:0002206)-Recurrent respiratory infections (HP:0002205), Recurrent respiratory infections (HP:0002205)-Recurrent respiratory infections (HP:0002205), Exocrine pancreatic insufficiency (HP:0001738)-Chronic diarrhea (HP:0002028), 	Proximity to IL21 Exocrine pancreatic insufficiency (HP:0001738)-abnormal spleen germinal center morphology (MP:0002359), 	
VCX	26609	0.5000	0.0000	0.0003	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to LYST associated with Chédiak-Higashi syndrome (ORPHA:167): Malabsorption (HP:0002024)-Gastrointestinal hemorrhage (HP:0002239), Pulmonary fibrosis (HP:0002206)-Recurrent respiratory infections (HP:0002205), Recurrent respiratory infections (HP:0002205)-Recurrent respiratory infections (HP:0002205), Exocrine pancreatic insufficiency (HP:0001738)-Hepatomegaly (HP:0002240), 	Proximity to LYST Pulmonary fibrosis (HP:0002206)-pulmonary fibrosis (MP:0006050), Recurrent respiratory infections (HP:0002205)-alveolitis (MP:0010922), 	Proximity to LYST Exocrine pancreatic insufficiency (HP:0001738)-abnormal(ly) color liver (ZP:0003842), 
PASD1	139135	0.0000	0.5371	0.0002	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
MTRNR2L10	100463488	0.0000	0.5353	0.0002	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
AC236972.4	-1	0.0000	0.2558	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
ATP2B3	492	0.0000	0.0140	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
PDZD4	57595	0.0000	0.0017	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
GCNA	93953	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
