#GENE_SYMBOL	ENTREZ_GENE_ID	EXOMISER_GENE_PHENO_SCORE	EXOMISER_GENE_VARIANT_SCORE	EXOMISER_GENE_COMBINED_SCORE	HUMAN_PHENO_SCORE	MOUSE_PHENO_SCORE	FISH_PHENO_SCORE	WALKER_SCORE	PHIVE_ALL_SPECIES_SCORE	OMIM_SCORE	MATCHES_CANDIDATE_GENE	HUMAN_PHENO_EVIDENCE	MOUSE_PHENO_EVIDENCE	FISH_PHENO_EVIDENCE	HUMAN_PPI_EVIDENCE	MOUSE_PPI_EVIDENCE	FISH_PPI_EVIDENCE
CBR4	84869	0.5000	0.8000	0.3222	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to GUSB associated with Mucopolysaccharidosis type 7 (ORPHA:584): Eczema (HP:0000964)-Hepatitis (HP:0012115), Atopic dermatitis (HP:0001047)-Hepatitis (HP:0012115), Recurrent skin infections (HP:0001581)-Hepatitis (HP:0012115), Gastrointestinal inflammation (HP:0004386)-Hepatitis (HP:0012115), Pneumonia (HP:0002090)-Recurrent respiratory infections (HP:0002205), Recurrent respiratory infections (HP:0002205)-Recurrent respiratory infections (HP:0002205), 	Proximity to GUSB Pneumonia (HP:0002090)-short snout (MP:0000445), Recurrent respiratory infections (HP:0002205)-short snout (MP:0000445), 	
CUZD1	50624	0.4883	0.7504	0.2107	0.0000	0.4883	0.0000	0.0000	0.4883	1.0000	0		Eczema (HP:0000964)-increased susceptibility to induced pancreatitis (MP:0004761), Atopic dermatitis (HP:0001047)-increased susceptibility to induced pancreatitis (MP:0004761), Recurrent skin infections (HP:0001581)-increased susceptibility to induced pancreatitis (MP:0004761), Gastrointestinal inflammation (HP:0004386)-increased susceptibility to induced pancreatitis (MP:0004761), Pneumonia (HP:0002090)-increased susceptibility to induced pancreatitis (MP:0004761), 				
PRAMEF33	645382	0.2594	1.0000	0.1965	0.0000	0.2594	0.0000	0.0000	0.2594	1.0000	0		Eczema (HP:0000964)-abnormal skin morphology (MP:0002060), Atopic dermatitis (HP:0001047)-abnormal skin morphology (MP:0002060), Recurrent skin infections (HP:0001581)-abnormal skin morphology (MP:0002060), 				
LILRA6	79168	0.5066	0.6876	0.1535	0.0000	0.0000	0.0000	0.5066	0.5066	1.0000	0				Proximity to FCGR2B associated with Systemic lupus erythematosus, susceptibility to (OMIM:152700): Eczema (HP:0000964)-Malar rash (HP:0025300), Atopic dermatitis (HP:0001047)-Malar rash (HP:0025300), Recurrent skin infections (HP:0001581)-Malar rash (HP:0025300), Gastrointestinal inflammation (HP:0004386)-Malar rash (HP:0025300), Pneumonia (HP:0002090)-Malar rash (HP:0025300), Recurrent respiratory infections (HP:0002205)-Pleuritis (HP:0002102), 	Proximity to FCGR2B Eczema (HP:0000964)-vasculitis (MP:0001864), Atopic dermatitis (HP:0001047)-vasculitis (MP:0001864), Recurrent skin infections (HP:0001581)-increased inflammatory response (MP:0001846), Gastrointestinal inflammation (HP:0004386)-pancreas inflammation (MP:0001869), Pneumonia (HP:0002090)-lung inflammation (MP:0001861), Recurrent respiratory infections (HP:0002205)-lung inflammation (MP:0001861), 	
MUC3A	4584	0.2488	0.9595	0.1312	0.0000	0.2488	0.0000	0.0000	0.2488	1.0000	0		Eczema (HP:0000964)-abnormal coat/ hair morphology (MP:0000367), Atopic dermatitis (HP:0001047)-abnormal coat/ hair morphology (MP:0000367), Recurrent skin infections (HP:0001581)-abnormal coat/ hair morphology (MP:0000367), 				
EPPK1	83481	0.3463	0.8285	0.1111	0.0000	0.3463	0.0000	0.0000	0.3463	1.0000	0		Eczema (HP:0000964)-abnormal keratinocyte physiology (MP:0003453), Atopic dermatitis (HP:0001047)-abnormal keratinocyte physiology (MP:0003453), Recurrent skin infections (HP:0001581)-abnormal keratinocyte physiology (MP:0003453), 				
KCNJ18	100134444	0.1186	1.0000	0.0536	0.2371	0.0000	0.0000	0.0000	0.2371	0.5000	0	Thyrotoxic periodic paralysis (ORPHA:79102): Eczema (HP:0000964)-Hyporeflexia (HP:0001265), Atopic dermatitis (HP:0001047)-Hyporeflexia (HP:0001265), Recurrent skin infections (HP:0001581)-Hyporeflexia (HP:0001265), Gastrointestinal inflammation (HP:0004386)-Constipation (HP:0002019), Pneumonia (HP:0002090)-Hyporeflexia (HP:0001265), 					
PDZD2	23037	0.5003	0.4594	0.0205	0.0000	0.0000	0.0000	0.5003	0.5003	1.0000	0					Proximity to NCKAP1L Eczema (HP:0000964)-lung inflammation (MP:0001861), Atopic dermatitis (HP:0001047)-lung inflammation (MP:0001861), Recurrent skin infections (HP:0001581)-lung inflammation (MP:0001861), Gastrointestinal inflammation (HP:0004386)-lung inflammation (MP:0001861), Pneumonia (HP:0002090)-lung inflammation (MP:0001861), Recurrent respiratory infections (HP:0002205)-lung inflammation (MP:0001861), 	
CNTNAP3B	728577	0.0000	0.9932	0.0153	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
SCGB1C2	653486	0.0000	0.9848	0.0141	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
LILRB1	10859	0.0000	0.9781	0.0133	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
NBPF11	200030	0.0000	0.9721	0.0126	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
IGHV1-3	-1	0.0000	0.9434	0.0097	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
GSTT4	25774	0.0000	0.9343	0.0089	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
IGHV4-4	-1	0.0000	0.9241	0.0082	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
POTEG	404785	0.0000	0.8521	0.0042	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
IGHV3-11	-1	0.0000	0.8429	0.0039	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
IGHV1-2	-1	0.0000	0.8315	0.0035	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
ADCY10	55811	0.2508	0.5341	0.0031	0.0000	0.0000	0.0000	0.5017	0.5017	0.5000	0					Proximity to NME5 Eczema (HP:0000964)-nasal inflammation (MP:0001866), Atopic dermatitis (HP:0001047)-nasal inflammation (MP:0001866), Recurrent skin infections (HP:0001581)-nasal inflammation (MP:0001866), Gastrointestinal inflammation (HP:0004386)-nasal inflammation (MP:0001866), Pneumonia (HP:0002090)-nasal inflammation (MP:0001866), 	
SPATA31A3	727830	0.0000	0.8158	0.0030	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
AKAP9	10142	0.2515	0.4966	0.0022	0.0000	0.0000	0.0000	0.5031	0.5031	0.5000	0				Proximity to OFD1 associated with Primary ciliary dyskinesia (ORPHA:244): Eczema (HP:0000964)-Pneumonia (HP:0002090), Atopic dermatitis (HP:0001047)-Pneumonia (HP:0002090), Recurrent skin infections (HP:0001581)-Pneumonia (HP:0002090), Gastrointestinal inflammation (HP:0004386)-Pneumonia (HP:0002090), Pneumonia (HP:0002090)-Pneumonia (HP:0002090), Recurrent respiratory infections (HP:0002205)-Recurrent respiratory infections (HP:0002205), 		
WIZ	58525	0.0000	0.7782	0.0021	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
LRP1B	53353	0.5000	0.1350	0.0011	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to DDR2 associated with Spondylometaepiphyseal dysplasia, short limb-hand type (OMIM:271665): Eczema (HP:0000964)-Recurrent pneumonia (HP:0006532), Atopic dermatitis (HP:0001047)-Recurrent pneumonia (HP:0006532), Recurrent skin infections (HP:0001581)-Recurrent pneumonia (HP:0006532), Gastrointestinal inflammation (HP:0004386)-Recurrent pneumonia (HP:0006532), Pneumonia (HP:0002090)-Recurrent pneumonia (HP:0006532), Recurrent respiratory infections (HP:0002205)-Recurrent pneumonia (HP:0006532), 	Proximity to DDR2 Eczema (HP:0000964)-delayed wound healing (MP:0002908), Atopic dermatitis (HP:0001047)-delayed wound healing (MP:0002908), Recurrent skin infections (HP:0001581)-delayed wound healing (MP:0002908), Gastrointestinal inflammation (HP:0004386)-delayed wound healing (MP:0002908), Pneumonia (HP:0002090)-short snout (MP:0000445), Recurrent respiratory infections (HP:0002205)-short snout (MP:0000445), 	
NBPF12	149013	0.0000	0.6599	0.0007	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
FCGBP	8857	0.0000	0.6122	0.0005	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
DCAF15	90379	0.0000	0.5833	0.0004	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
IGHV3-7	-1	0.0000	0.5015	0.0002	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
LILRB3	107987462	0.0000	0.4930	0.0002	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
LAIR1	3903	0.0000	0.4244	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
LIMCH1	22998	0.0000	0.4006	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
ANKRD30A	91074	0.0000	0.1161	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
