#GENE_SYMBOL	ENTREZ_GENE_ID	EXOMISER_GENE_PHENO_SCORE	EXOMISER_GENE_VARIANT_SCORE	EXOMISER_GENE_COMBINED_SCORE	HUMAN_PHENO_SCORE	MOUSE_PHENO_SCORE	FISH_PHENO_SCORE	WALKER_SCORE	PHIVE_ALL_SPECIES_SCORE	OMIM_SCORE	MATCHES_CANDIDATE_GENE	HUMAN_PHENO_EVIDENCE	MOUSE_PHENO_EVIDENCE	FISH_PHENO_EVIDENCE	HUMAN_PPI_EVIDENCE	MOUSE_PPI_EVIDENCE	FISH_PPI_EVIDENCE
VWF	7450	0.5065	0.9222	0.6096	0.2150	0.0000	0.0000	0.5065	0.5065	1.0000	0	von Willibrand disease, type 3 (OMIM:277480): Wide nose (HP:0000445)-Epistaxis (HP:0000421), Short nose (HP:0003196)-Epistaxis (HP:0000421), 			Proximity to GP1BB associated with 22q11.2 deletion syndrome (ORPHA:567): Short stature (HP:0004322)-Short stature (HP:0004322), Broad neck (HP:0000475)-Short neck (HP:0000470), Low-set, posteriorly rotated ears (HP:0000368)-Low-set ears (HP:0000369), Hypertelorism (HP:0000316)-Hypertelorism (HP:0000316), Wide nose (HP:0000445)-Bulbous nose (HP:0000414), Short nose (HP:0003196)-Bulbous nose (HP:0000414), 		
RIPK3	11035	0.5014	0.9166	0.5846	0.0000	0.0000	0.0000	0.5014	0.5014	1.0000	0				Proximity to CHUK associated with Cocoon syndrome (OMIM:613630): Low-set, posteriorly rotated ears (HP:0000368)-Anotia (HP:0009892), 	Proximity to CHUK Short stature (HP:0004322)-short limbs (MP:0000547), Broad neck (HP:0000475)-cervical vertebral fusion (MP:0004620), Low-set, posteriorly rotated ears (HP:0000368)-anotia (MP:0003142), Hypertelorism (HP:0000316)-abnormal anterior eye segment morphology (MP:0005193), Wide nose (HP:0000445)-short snout (MP:0000445), Short nose (HP:0003196)-short snout (MP:0000445), 	
MRPL45	84311	0.5000	0.9145	0.5764	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to FANCM associated with Fanconi anemia (ORPHA:84): Short stature (HP:0004322)-Short stature (HP:0004322), Low-set, posteriorly rotated ears (HP:0000368)-External ear malformation (HP:0008572), Hypertelorism (HP:0000316)-Hypertelorism (HP:0000316), Wide nose (HP:0000445)-Choanal atresia (HP:0000453), Short nose (HP:0003196)-Choanal atresia (HP:0000453), 		
MUC4	4585	0.5005	0.9133	0.5749	0.0000	0.0000	0.0000	0.5005	0.5005	1.0000	0				Proximity to TGFB1 associated with Camurati-Engelmann disease (ORPHA:1328): Short stature (HP:0004322)-Slender build (HP:0001533), Hypertelorism (HP:0000316)-Proptosis (HP:0000520), 	Proximity to TGFB1 Short stature (HP:0004322)-decreased body height (MP:0001255), Wide nose (HP:0000445)-abnormal tooth morphology (MP:0002100), Short nose (HP:0003196)-malocclusion (MP:0000120), 	
KIR2DL1	3802	0.5007	0.8969	0.5382	0.0000	0.0000	0.0000	0.5007	0.5007	1.0000	0				Proximity to PTPN11 associated with Noonan syndrome with multiple lentigines (ORPHA:500): Short stature (HP:0004322)-Short stature (HP:0004322), Broad neck (HP:0000475)-Webbed neck (HP:0000465), Low-set, posteriorly rotated ears (HP:0000368)-Low-set, posteriorly rotated ears (HP:0000368), Hypertelorism (HP:0000316)-Hypertelorism (HP:0000316), Wide nose (HP:0000445)-Wide nasal bridge (HP:0000431), Short nose (HP:0003196)-Wide nasal bridge (HP:0000431), 	Proximity to PTPN11 Low-set, posteriorly rotated ears (HP:0000368)-abnormal organ of Corti morphology (MP:0000042), Hypertelorism (HP:0000316)-ocular hypertelorism (MP:0001300), Wide nose (HP:0000445)-depressed nasal bridge (MP:0030034), Short nose (HP:0003196)-depressed nasal bridge (MP:0030034), 	Proximity to PTPN11 Broad neck (HP:0000475)-abnormal(ly) structure pharyngeal arch 1 (ZP:0004157), 
FARP2	9855	0.5005	0.8957	0.5350	0.0000	0.0000	0.0000	0.5005	0.5005	1.0000	0				Proximity to SEMA3E associated with CHARGE syndrome (ORPHA:138): Short stature (HP:0004322)-Short stature (HP:0004322), Low-set, posteriorly rotated ears (HP:0000368)-Low-set, posteriorly rotated ears (HP:0000368), Hypertelorism (HP:0000316)-Hypertelorism (HP:0000316), Wide nose (HP:0000445)-Choanal atresia (HP:0000453), Short nose (HP:0003196)-Choanal atresia (HP:0000453), 	Proximity to SEMA3E Hypertelorism (HP:0000316)-abnormal retina morphology (MP:0001325), 	
OXER1	165140	0.5009	0.8874	0.5171	0.0000	0.0000	0.0000	0.5009	0.5009	1.0000	0					Proximity to LPAR1 Short stature (HP:0004322)-decreased body height (MP:0001255), Hypertelorism (HP:0000316)-ocular hypertelorism (MP:0001300), Wide nose (HP:0000445)-short snout (MP:0000445), Short nose (HP:0003196)-short snout (MP:0000445), 	
MAN1B1	11253	0.5767	0.7833	0.4750	0.5767	0.0000	0.0000	0.5011	0.5767	1.0000	0	Mental retardation, autosomal recessive 15 (OMIM:614202): Hypertelorism (HP:0000316)-Hypertelorism (HP:0000316), Wide nose (HP:0000445)-Prominent nose (HP:0000448), Short nose (HP:0003196)-Prominent nose (HP:0000448), 			Proximity to MGAT2 associated with Congenital disorder of glycosylation, type IIa (OMIM:212066): Short stature (HP:0004322)-Short stature (HP:0004322), Broad neck (HP:0000475)-Short neck (HP:0000470), Low-set, posteriorly rotated ears (HP:0000368)-Posteriorly rotated ears (HP:0000358), Wide nose (HP:0000445)-Low hanging columella (HP:0009765), Short nose (HP:0003196)-Low hanging columella (HP:0009765), 	Proximity to MGAT2 Wide nose (HP:0000445)-abnormal facial morphology (MP:0003743), Short nose (HP:0003196)-abnormal facial morphology (MP:0003743), 	
MACC1	346389	0.5002	0.8545	0.4399	0.0000	0.0000	0.1774	0.5002	0.5002	1.0000	0			Short nose (HP:0003196)-abnormal(ly) decreased size palatoquadrate cartilage (ZP:0000062), 	Proximity to HOXA2 associated with Microtia (ORPHA:83463): Low-set, posteriorly rotated ears (HP:0000368)-Anotia (HP:0009892), 	Proximity to HOXA2 Low-set, posteriorly rotated ears (HP:0000368)-absent outer ear (MP:0005579), Wide nose (HP:0000445)-bifid tongue (MP:0009909), Short nose (HP:0003196)-cleft secondary palate (MP:0009890), 	
MCIDAS	345643	0.5026	0.8509	0.4379	0.3416	0.2427	0.0000	0.5026	0.5026	1.0000	0	Primary ciliary dyskinesia (ORPHA:244): Wide nose (HP:0000445)-Nasal polyposis (HP:0100582), Short nose (HP:0003196)-Nasal polyposis (HP:0100582), 	Low-set, posteriorly rotated ears (HP:0000368)-increased or absent threshold for auditory brainstem response (MP:0011967), 		Proximity to GMNN associated with Meier-Gorlin syndrome 6 (OMIM:616835): Short stature (HP:0004322)-Severe short stature (HP:0003510), Low-set, posteriorly rotated ears (HP:0000368)-Posteriorly rotated ears (HP:0000358), Wide nose (HP:0000445)-Short nose (HP:0003196), Short nose (HP:0003196)-Short nose (HP:0003196), 	Proximity to GMNN Hypertelorism (HP:0000316)-abnormal lens morphology (MP:0001303), 	
NFRKB	4798	0.5027	0.8420	0.4181	0.0000	0.0000	0.0000	0.5027	0.5027	1.0000	0				Proximity to TRRAP associated with Developmental delay with or without dysmorphic facies and autism (OMIM:618454): Short stature (HP:0004322)-Short stature (HP:0004322), Low-set, posteriorly rotated ears (HP:0000368)-Posteriorly rotated ears (HP:0000358), Hypertelorism (HP:0000316)-Hypertelorism (HP:0000316), Wide nose (HP:0000445)-Narrow nose (HP:0000460), Short nose (HP:0003196)-Short nose (HP:0003196), 	Proximity to TRRAP Hypertelorism (HP:0000316)-abnormal cornea morphology (MP:0001312), 	
LAMA3	3909	0.5045	0.8341	0.4052	0.3153	0.2849	0.0000	0.5045	0.5045	1.0000	0	Junctional epidermolysis bullosa, generalized severe (ORPHA:79404): Short stature (HP:0004322)-Failure to thrive (HP:0001508), Wide nose (HP:0000445)-Laryngeal stenosis (HP:0001602), Short nose (HP:0003196)-Laryngeal stenosis (HP:0001602), 	Wide nose (HP:0000445)-abnormal enamel morphology (MP:0002576), Short nose (HP:0003196)-abnormal enamel morphology (MP:0002576), 		Proximity to RAPSN associated with Fetal akinesia deformation sequence (ORPHA:994): Short stature (HP:0004322)-Intrauterine growth retardation (HP:0001511), Broad neck (HP:0000475)-Cystic hygroma (HP:0000476), Low-set, posteriorly rotated ears (HP:0000368)-Posteriorly rotated ears (HP:0000358), Hypertelorism (HP:0000316)-Hypertelorism (HP:0000316), Wide nose (HP:0000445)-Depressed nasal bridge (HP:0005280), Short nose (HP:0003196)-Depressed nasal bridge (HP:0005280), 		
LOXHD1	125336	0.5006	0.8315	0.3898	0.0000	0.3310	0.0000	0.5006	0.5006	1.0000	0		Low-set, posteriorly rotated ears (HP:0000368)-absent distortion product otoacoustic emissions (MP:0004737), 		Proximity to CDH23 associated with Cushing disease (ORPHA:96253): Short stature (HP:0004322)-Failure to thrive (HP:0001508), 	Proximity to CDH23 Low-set, posteriorly rotated ears (HP:0000368)-abnormal ear position (MP:0000023), 	Proximity to CDH23 Low-set, posteriorly rotated ears (HP:0000368)-abnormal(ly) morphology neuromast hair cell (ZP:0000859), 
NABP1	64859	0.5157	0.8000	0.3589	0.3167	0.0000	0.0000	0.5157	0.5157	1.0000	0	Acute promyelocytic leukemia (ORPHA:520): Short stature (HP:0004322)-Weight loss (HP:0001824), Wide nose (HP:0000445)-Epistaxis (HP:0000421), Short nose (HP:0003196)-Epistaxis (HP:0000421), 				Proximity to NABP2 Short stature (HP:0004322)-short tibia (MP:0002764), Low-set, posteriorly rotated ears (HP:0000368)-abnormal tympanic ring morphology (MP:0000030), Wide nose (HP:0000445)-abnormal snout morphology (MP:0000443), Short nose (HP:0003196)-abnormal snout morphology (MP:0000443), 	
DNAH11	8701	0.5192	0.7957	0.3582	0.3416	0.4282	0.0000	0.5192	0.5192	1.0000	0	Primary ciliary dyskinesia (ORPHA:244): Wide nose (HP:0000445)-Nasal polyposis (HP:0100582), Short nose (HP:0003196)-Nasal polyposis (HP:0100582), 	Hypertelorism (HP:0000316)-anophthalmia (MP:0001293), Wide nose (HP:0000445)-left pulmonary isomerism (MP:0003178), Short nose (HP:0003196)-left pulmonary isomerism (MP:0003178), 			Proximity to SP8 Short stature (HP:0004322)-short limbs (MP:0000547), Wide nose (HP:0000445)-abnormal nose morphology (MP:0002233), Short nose (HP:0003196)-abnormal nose morphology (MP:0002233), 	
NOP14	8602	0.5036	0.7995	0.3294	0.0000	0.0000	0.2465	0.5036	0.5036	1.0000	0			Low-set, posteriorly rotated ears (HP:0000368)-abnormal(ly) decreased size inner ear (ZP:0000993), 	Proximity to DHX37 associated with Neurodevelopmental disorder with brain anomalies and with or without vertebral or cardiac anomalies (OMIM:618731): Broad neck (HP:0000475)-Broad neck (HP:0000475), Low-set, posteriorly rotated ears (HP:0000368)-Protruding ear (HP:0000411), Hypertelorism (HP:0000316)-Hypertelorism (HP:0000316), Wide nose (HP:0000445)-Anteverted nares (HP:0000463), Short nose (HP:0003196)-Anteverted nares (HP:0000463), 		
SMG8	55181	0.5021	0.7980	0.3229	0.0000	0.0000	0.0000	0.5021	0.5021	1.0000	0				Proximity to SMG9 associated with Heart and brain malformation syndrome (OMIM:616920): Short stature (HP:0004322)-Growth delay (HP:0001510), Low-set, posteriorly rotated ears (HP:0000368)-Posteriorly rotated ears (HP:0000358), Hypertelorism (HP:0000316)-Hypertelorism (HP:0000316), Wide nose (HP:0000445)-Anteverted nares (HP:0000463), Short nose (HP:0003196)-Anteverted nares (HP:0000463), 	Proximity to SMG9 Broad neck (HP:0000475)-abnormal cervical rib (MP:0008922), Low-set, posteriorly rotated ears (HP:0000368)-abnormal middle ear ossicle morphology (MP:0005105), Hypertelorism (HP:0000316)-abnormal lens morphology (MP:0001303), Wide nose (HP:0000445)-abnormal nasal cavity morphology (MP:0002237), Short nose (HP:0003196)-abnormal nasal cavity morphology (MP:0002237), 	
CBR4	84869	0.5000	0.8000	0.3222	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to GUSB associated with Mucopolysaccharidosis VII (OMIM:253220): Short stature (HP:0004322)-Short stature (HP:0004322), Broad neck (HP:0000475)-Short neck (HP:0000470), Wide nose (HP:0000445)-Recurrent upper respiratory tract infections (HP:0002788), Short nose (HP:0003196)-Recurrent upper respiratory tract infections (HP:0002788), 	Proximity to GUSB Short stature (HP:0004322)-short limbs (MP:0000547), Wide nose (HP:0000445)-short snout (MP:0000445), Short nose (HP:0003196)-short snout (MP:0000445), 	
URB1	9875	0.5000	0.7968	0.3158	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to FGF3 associated with Deafness with labyrinthine aplasia, microtia, and microdontia (ORPHA:90024): Short stature (HP:0004322)-Tall stature (HP:0000098), Low-set, posteriorly rotated ears (HP:0000368)-Microtia (HP:0008551), Hypertelorism (HP:0000316)-Hypertelorism (HP:0000316), Wide nose (HP:0000445)-Prominent nose (HP:0000448), Short nose (HP:0003196)-Underdeveloped nasal alae (HP:0000430), 	Proximity to FGF3 Short stature (HP:0004322)-embryonic growth retardation (MP:0003984), Low-set, posteriorly rotated ears (HP:0000368)-abnormal inner ear morphology (MP:0000026), 	Proximity to FGF3 Broad neck (HP:0000475)-abnormal(ly) morphology pharyngeal arch 3-7 (ZP:0001149), Low-set, posteriorly rotated ears (HP:0000368)-abnormal(ly) process quality otic vesicle morphogenesis (ZP:0005884), 
AKAP3	10566	0.5017	0.7894	0.3051	0.0000	0.0000	0.0000	0.5017	0.5017	1.0000	0				Proximity to GAS2L2 associated with Primary ciliary dyskinesia (ORPHA:244): Wide nose (HP:0000445)-Nasal polyposis (HP:0100582), Short nose (HP:0003196)-Nasal polyposis (HP:0100582), 	Proximity to GAS2L2 Low-set, posteriorly rotated ears (HP:0000368)-abnormal auditory tube morphology (MP:0003330), Hypertelorism (HP:0000316)-anophthalmia (MP:0001293), Wide nose (HP:0000445)-abnormal snout morphology (MP:0000443), Short nose (HP:0003196)-abnormal snout morphology (MP:0000443), 	
RBPJL	11317	0.5032	0.7799	0.2900	0.0000	0.0000	0.0000	0.5032	0.5032	1.0000	0				Proximity to DLL1 associated with Microform holoprosencephaly (ORPHA:280200): Short stature (HP:0004322)-Short stature (HP:0004322), Hypertelorism (HP:0000316)-Hypotelorism (HP:0000601), Wide nose (HP:0000445)-Short nose (HP:0003196), Short nose (HP:0003196)-Short nose (HP:0003196), 	Proximity to DLL1 Short stature (HP:0004322)-decreased body height (MP:0001255), 	
OR2M3	127062	0.5000	0.7631	0.2530	0.0000	0.0000	0.0000	0.5000	0.5000	1.0000	0				Proximity to MPDZ associated with Hydrocephalus, congenital, 2, with or without brain or eye anomalies (OMIM:615219): Low-set, posteriorly rotated ears (HP:0000368)-Posteriorly rotated ears (HP:0000358), Wide nose (HP:0000445)-Bulbous nose (HP:0000414), Short nose (HP:0003196)-Bulbous nose (HP:0000414), 	Proximity to MPDZ Low-set, posteriorly rotated ears (HP:0000368)-increased or absent threshold for auditory brainstem response (MP:0011967), Hypertelorism (HP:0000316)-abnormal retinal vasculature morphology (MP:0002792), 	
ANKS1A	23294	0.5001	0.7450	0.2231	0.0000	0.2743	0.0000	0.5001	0.5001	1.0000	0		Hypertelorism (HP:0000316)-abnormal retinal blood vessel morphology (MP:0010097), 		Proximity to EFNB1 associated with Craniofrontonasal dysplasia (OMIM:304110): Short stature (HP:0004322)-Short stature (HP:0004322), Broad neck (HP:0000475)-Short neck (HP:0000470), Hypertelorism (HP:0000316)-Hypertelorism (HP:0000316), Wide nose (HP:0000445)-Bifid nasal tip (HP:0000456), Short nose (HP:0003196)-Hypoplastic nasal tip (HP:0005278), 	Proximity to EFNB1 Low-set, posteriorly rotated ears (HP:0000368)-abnormal tympanic ring morphology (MP:0000030), Wide nose (HP:0000445)-cleft secondary palate (MP:0009890), Short nose (HP:0003196)-cleft secondary palate (MP:0009890), 	
USP40	55230	0.5062	0.7338	0.2163	0.0000	0.0000	0.0000	0.5062	0.5062	1.0000	0				Proximity to PEX6 associated with Neonatal adrenoleukodystrophy (ORPHA:44): Short stature (HP:0004322)-Short stature (HP:0004322), Low-set, posteriorly rotated ears (HP:0000368)-Low-set, posteriorly rotated ears (HP:0000368), Wide nose (HP:0000445)-Anteverted nares (HP:0000463), Short nose (HP:0003196)-Anteverted nares (HP:0000463), 		
SASH1	23328	0.2620	1.0000	0.2008	0.0000	0.2620	0.0000	0.0000	0.2620	1.0000	0		Short stature (HP:0004322)-embryonic growth retardation (MP:0003984), 				
ATXN1	6310	0.2500	0.9831	0.1596	0.0000	0.2997	0.0000	0.5001	0.5001	0.5000	0		Short stature (HP:0004322)-slow postnatal weight gain (MP:0008489), 		Proximity to CBS associated with Homocystinuria, B6-responsive and nonresponsive types (OMIM:236200): Short stature (HP:0004322)-Tall stature (HP:0000098), 	Proximity to CBS Short stature (HP:0004322)-postnatal growth retardation (MP:0001732), Hypertelorism (HP:0000316)-abnormal eye development (MP:0001286), Wide nose (HP:0000445)-abnormal facial morphology (MP:0003743), Short nose (HP:0003196)-pointed snout (MP:0000448), 	
ASPM	259266	0.5078	0.6880	0.1556	0.4577	0.2427	0.0000	0.5078	0.5078	1.0000	0	Microcephaly 5, primary, autosomal recessive (OMIM:608716): Short stature (HP:0004322)-Short stature (HP:0004322), Hypertelorism (HP:0000316)-Proptosis (HP:0000520), 	Low-set, posteriorly rotated ears (HP:0000368)-increased or absent threshold for auditory brainstem response (MP:0011967), 		Proximity to CIT associated with Microcephaly 17, primary, autosomal recessive (OMIM:617090): Short stature (HP:0004322)-Short stature (HP:0004322), Low-set, posteriorly rotated ears (HP:0000368)-Macrotia (HP:0000400), Hypertelorism (HP:0000316)-Hypertelorism (HP:0000316), Wide nose (HP:0000445)-Bulbous nose (HP:0000414), Short nose (HP:0003196)-Bulbous nose (HP:0000414), 		
DISP1	84976	0.3769	0.8158	0.1326	0.7064	0.7538	0.3929	0.5118	0.7538	0.5000	0	Microform holoprosencephaly (ORPHA:280200): Short stature (HP:0004322)-Short stature (HP:0004322), Hypertelorism (HP:0000316)-Hypotelorism (HP:0000601), Wide nose (HP:0000445)-Short nose (HP:0003196), Short nose (HP:0003196)-Short nose (HP:0003196), 	Hypertelorism (HP:0000316)-ocular hypotelorism (MP:0006197), Wide nose (HP:0000445)-abnormal nasopharynx morphology (MP:0002251), Short nose (HP:0003196)-abnormal vomeronasal organ morphology (MP:0002243), 	Low-set, posteriorly rotated ears (HP:0000368)-abnormal(ly) anterioralized inner ear (ZP:0005396), Hypertelorism (HP:0000316)-abnormal(ly) mislocalised medially eye (ZP:0000620), Short nose (HP:0003196)-abnormal(ly) malformed palatoquadrate cartilage (ZP:0003107), 	Proximity to ZIC2 associated with Microform holoprosencephaly (ORPHA:280200): Short stature (HP:0004322)-Short stature (HP:0004322), Hypertelorism (HP:0000316)-Hypotelorism (HP:0000601), Wide nose (HP:0000445)-Short nose (HP:0003196), Short nose (HP:0003196)-Short nose (HP:0003196), 	Proximity to ZIC2 Hypertelorism (HP:0000316)-ocular hypotelorism (MP:0006197), Wide nose (HP:0000445)-proboscis (MP:0006290), Short nose (HP:0003196)-proboscis (MP:0006290), 	Proximity to ZIC2 Broad neck (HP:0000475)-abnormal(ly) malformed pharyngeal arch 2 (ZP:0000820), 
RECQL5	9400	0.5019	0.6732	0.1314	0.0000	0.0000	0.0000	0.5019	0.5019	1.0000	0				Proximity to FANCM associated with Fanconi anemia (ORPHA:84): Short stature (HP:0004322)-Short stature (HP:0004322), Low-set, posteriorly rotated ears (HP:0000368)-External ear malformation (HP:0008572), Hypertelorism (HP:0000316)-Hypertelorism (HP:0000316), Wide nose (HP:0000445)-Choanal atresia (HP:0000453), Short nose (HP:0003196)-Choanal atresia (HP:0000453), 		
