#GENE_SYMBOL	ENTREZ_GENE_ID	EXOMISER_GENE_PHENO_SCORE	EXOMISER_GENE_VARIANT_SCORE	EXOMISER_GENE_COMBINED_SCORE	HUMAN_PHENO_SCORE	MOUSE_PHENO_SCORE	FISH_PHENO_SCORE	WALKER_SCORE	PHIVE_ALL_SPECIES_SCORE	OMIM_SCORE	MATCHES_CANDIDATE_GENE	HUMAN_PHENO_EVIDENCE	MOUSE_PHENO_EVIDENCE	FISH_PHENO_EVIDENCE	HUMAN_PPI_EVIDENCE	MOUSE_PPI_EVIDENCE	FISH_PPI_EVIDENCE
CCNB3	85417	0.5032	0.8736	0.4913	0.0000	0.0000	0.0000	0.5032	0.5032	1.0000	0				Proximity to KIF11 associated with Microcephaly-lymphedema-chorioretinopathy syndrome (ORPHA:2526): Short stature (HP:0004322)-Severe short stature (HP:0003510), Low-set, posteriorly rotated ears (HP:0000368)-Protruding ear (HP:0000411), Wide nose (HP:0000445)-Wide nose (HP:0000445), Short nose (HP:0003196)-Wide nose (HP:0000445), 		
SLC38A5	92745	0.5135	0.8110	0.3769	0.0000	0.0000	0.0000	0.5135	0.5135	1.0000	0					Proximity to ALKBH1 Short stature (HP:0004322)-postnatal growth retardation (MP:0001732), Hypertelorism (HP:0000316)-abnormal eye morphology (MP:0002092), Wide nose (HP:0000445)-short snout (MP:0000445), Short nose (HP:0003196)-short snout (MP:0000445), 	
PORCN	64840	0.2935	0.9534	0.1852	0.5870	0.3814	0.0000	0.5291	0.5870	0.5000	0	Focal dermal hypoplasia (OMIM:305600): Short stature (HP:0004322)-Short stature (HP:0004322), Low-set, posteriorly rotated ears (HP:0000368)-Low-set ears (HP:0000369), Wide nose (HP:0000445)-Broad nasal tip (HP:0000455), Short nose (HP:0003196)-Broad nasal tip (HP:0000455), 	Hypertelorism (HP:0000316)-coloboma (MP:0005262), 		Proximity to HCCS associated with Microphthalmia with linear skin defects syndrome (ORPHA:2556): Short stature (HP:0004322)-Severe short stature (HP:0003510), Low-set, posteriorly rotated ears (HP:0000368)-Cleft earlobe (HP:0011265), Wide nose (HP:0000445)-Wide nose (HP:0000445), Short nose (HP:0003196)-Wide nose (HP:0000445), 		
AMOT	154796	0.5176	0.6797	0.1591	0.0000	0.2620	0.0000	0.5176	0.5176	1.0000	0		Short stature (HP:0004322)-embryonic growth retardation (MP:0003984), 		Proximity to NIN associated with ?Seckel syndrome 7 (OMIM:614851): Short stature (HP:0004322)-Severe short stature (HP:0003510), Low-set, posteriorly rotated ears (HP:0000368)-Microtia (HP:0008551), Hypertelorism (HP:0000316)-Hypotelorism (HP:0000601), Wide nose (HP:0000445)-Prominent nose (HP:0000448), Short nose (HP:0003196)-Prominent nose (HP:0000448), 	Proximity to NIN Low-set, posteriorly rotated ears (HP:0000368)-increased or absent threshold for auditory brainstem response (MP:0011967), 	
ALAS2	212	0.5068	0.6169	0.0867	0.0000	0.0000	0.0000	0.5068	0.5068	1.0000	0					Proximity to GLDC Hypertelorism (HP:0000316)-anophthalmia (MP:0001293), Wide nose (HP:0000445)-short snout (MP:0000445), Short nose (HP:0003196)-short snout (MP:0000445), 	
CT47B1	643311	0.0000	0.9964	0.0157	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
TSPAN6	7105	0.0000	0.9964	0.0157	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
AC244636.1	-1	0.0000	0.9885	0.0146	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
STARD8	9754	0.5026	0.3373	0.0069	0.0000	0.0000	0.0000	0.5026	0.5026	1.0000	0				Proximity to FGD1 associated with Aarskog-Scott syndrome (ORPHA:915): Short stature (HP:0004322)-Short stature (HP:0004322), Broad neck (HP:0000475)-Short neck (HP:0000470), Low-set, posteriorly rotated ears (HP:0000368)-Low-set, posteriorly rotated ears (HP:0000368), Hypertelorism (HP:0000316)-Hypertelorism (HP:0000316), Wide nose (HP:0000445)-Anteverted nares (HP:0000463), Short nose (HP:0003196)-Anteverted nares (HP:0000463), 	Proximity to FGD1 Short stature (HP:0004322)-embryonic growth retardation (MP:0003984), Hypertelorism (HP:0000316)-microphthalmia (MP:0001297), 	
IDS	3423	0.5587	0.1993	0.0035	0.4877	0.5587	0.2171	0.0000	0.5587	1.0000	0	Mucopolysaccharidosis II (OMIM:309900): Short stature (HP:0004322)-Severe short stature (HP:0003510), Broad neck (HP:0000475)-Short neck (HP:0000470), Wide nose (HP:0000445)-Tracheobronchomalacia (HP:0002786), Short nose (HP:0003196)-Tracheobronchomalacia (HP:0002786), 	Hypertelorism (HP:0000316)-macrophthalmia (MP:0001296), Wide nose (HP:0000445)-coarse facial features (MP:0030074), Short nose (HP:0003196)-round snout (MP:0030188), 	Broad neck (HP:0000475)-abnormal(ly) deformed pharyngeal arch 3-7 (ZP:0008528), 			
PRRG3	79057	0.0000	0.8074	0.0028	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
SPANXC	64663	0.0000	0.7661	0.0019	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
NBDY	550643	0.0000	0.7479	0.0016	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
P2RY8	286530	0.6523	0.0000	0.0015	0.0000	0.0000	0.0000	0.6523	0.6523	1.0000	0				Proximity to NEXMIF associated with Mental retardation, X-linked 98 (OMIM:300912): Short stature (HP:0004322)-Growth delay (HP:0001510), Low-set, posteriorly rotated ears (HP:0000368)-Macrotia (HP:0000400), Wide nose (HP:0000445)-Short nose (HP:0003196), Short nose (HP:0003196)-Short nose (HP:0003196), 		
HMGN1P34	-1	0.0000	0.7342	0.0014	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
ITIH6	347365	0.0000	0.6743	0.0008	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
FMR1	2332	0.5574	0.0000	0.0006	0.5574	0.3874	0.0000	0.5056	0.5574	1.0000	0	Xq27.3q28 duplication syndrome (ORPHA:261483): Short stature (HP:0004322)-Short stature (HP:0004322), Hypertelorism (HP:0000316)-Deeply set eye (HP:0000490), Wide nose (HP:0000445)-Bulbous nose (HP:0000414), Short nose (HP:0003196)-Bulbous nose (HP:0000414), 	Hypertelorism (HP:0000316)-decreased b wave amplitude (MP:0012144), 		Proximity to SHANK3 associated with Phelan-McDermid syndrome (OMIM:606232): Short stature (HP:0004322)-Tall stature (HP:0000098), Low-set, posteriorly rotated ears (HP:0000368)-Protruding ear (HP:0000411), Hypertelorism (HP:0000316)-Hypertelorism (HP:0000316), Wide nose (HP:0000445)-Bulbous nose (HP:0000414), Short nose (HP:0003196)-Bulbous nose (HP:0000414), 	Proximity to SHANK3 Low-set, posteriorly rotated ears (HP:0000368)-abnormal ear development (MP:0003938), Wide nose (HP:0000445)-abnormal odor adaptation (MP:0009562), Short nose (HP:0003196)-abnormal odor adaptation (MP:0009562), 	
FAM47A	158724	0.0000	0.6199	0.0005	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
VCX	26609	0.5388	0.0000	0.0005	0.0000	0.0000	0.0000	0.5388	0.5388	1.0000	0				Proximity to IL1RAPL1 associated with Mental retardation, X-linked 21/34 (OMIM:300143): Low-set, posteriorly rotated ears (HP:0000368)-Uplifted earlobe (HP:0009909), Hypertelorism (HP:0000316)-Hypertelorism (HP:0000316), Wide nose (HP:0000445)-Short nose (HP:0003196), Short nose (HP:0003196)-Short nose (HP:0003196), 		Proximity to IL1RAPL1 Wide nose (HP:0000445)-abnormal(ly) morphology peripheral olfactory organ (ZP:0009261), Short nose (HP:0003196)-abnormal(ly) morphology peripheral olfactory organ (ZP:0009261), 
DIPK2B	79742	0.0000	0.5742	0.0003	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
RAI2	10742	0.5015	0.0041	0.0003	0.0000	0.0000	0.0000	0.5015	0.5015	1.0000	0				Proximity to CDKL5 associated with Atypical Rett syndrome (ORPHA:3095): Low-set, posteriorly rotated ears (HP:0000368)-Abnormality of the antitragus (HP:0009896), Wide nose (HP:0000445)-Wide nose (HP:0000445), Short nose (HP:0003196)-Underdeveloped nasal alae (HP:0000430), 	Proximity to CDKL5 Hypertelorism (HP:0000316)-abnormal visual evoked potential (MP:0010748), 	
CSF2RA	1438	0.5032	0.0000	0.0003	0.3080	0.0000	0.0000	0.5032	0.5032	1.0000	0	Hereditary pulmonary alveolar proteinosis (ORPHA:264675): Short stature (HP:0004322)-Failure to thrive in infancy (HP:0001531), Wide nose (HP:0000445)-Crazy paving pattern on pulmonary HRCT (HP:0025391), Short nose (HP:0003196)-Crazy paving pattern on pulmonary HRCT (HP:0025391), 			Proximity to CLCF1 associated with Crisponi syndrome (ORPHA:1545): Wide nose (HP:0000445)-Wide nose (HP:0000445), Short nose (HP:0003196)-Wide nose (HP:0000445), 		
PASD1	139135	0.0000	0.5371	0.0002	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
MTRNR2L10	100463488	0.0000	0.5353	0.0002	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
ATP2B3	492	0.2896	0.0140	0.0000	0.0000	0.2896	0.0000	0.0000	0.2896	1.0000	0		Hypertelorism (HP:0000316)-abnormal behavioral response to light (MP:0011275), 				
AC236972.4	-1	0.0000	0.2558	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
PDZD4	57595	0.0000	0.0017	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
GCNA	93953	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0						
